"FIPS","Population_12_14","Death_rate_12_14","Population_06_08","Death_rate_06_08","Pop_growth","Misery_growth","dem_2016","gop_2016","total_2016","dem_2008","gop_2008","total_2008","trump_shift","total_votes","state_abbr","county_name"
40081,46121,97.2,46391,58.3,-270,38.9,2423,10838,14001,3504,10470,13974,0.0680351598706797,13987.5,"OK","Lincoln County"
40083,57012,68,51220,44.4,5792,23.6,4239,13613,18948,5717,12556,18273,0.0754135908374688,18610.5,"OK","Logan County"
40087,48377,95.4,45595,52.9,2782,42.5,2893,13151,16839,3551,11193,14744,0.0605271037744413,15791.5,"OK","McClain County"
40089,34350,106.7,36817,123.8,-2467,-17.1,1799,8642,10709,2794,7745,10539,0.0928090381097482,10624,"OK","McCurtain County"
40097,45680,109.7,47318,93.2,-1638,16.5,3423,11550,15712,5749,10234,15983,0.131083174891555,15847.5,"OK","Mayes County"
40101,68966,115.8,72252,95.4,-3286,20.4,7969,15029,24193,11294,15289,26583,0.0783495999156524,25388,"OK","Muskogee County"
40109,751048,116.2,727636,88.5,23412,27.7,112661,141429,273609,116182,163172,279354,-0.0274948933256149,276481.5,"OK","Oklahoma County"
40111,40846,95.4,42905,98.6,-2059,-3.19999999999999,4379,8926,13924,6191,8727,14918,0.0858776216661101,14421,"OK","Okmulgee County"
40113,52323,69.7,53180,70.8,-857,-1.09999999999999,5593,12559,18942,7498,12160,19658,0.0733020043806831,19300,"OK","Osage County"
40115,33754,111.7,35727,71.5,-1973,40.2,2584,7627,10686,4268,6905,11173,0.128931877841169,10929.5,"OK","Ottawa County"
40117,20687,128.5,21959,99,-1272,29.5,1341,4716,6346,2063,4533,6596,0.0913685812555135,6471,"OK","Pawnee County"
40119,82387,93.6,80932,56.4,1455,37.2,8785,16644,27749,10601,18435,29036,0.0196267928827069,28392.5,"OK","Payne County"
40121,52989,149.3,55749,105.1,-2760,44.2,3704,12740,17250,5457,11752,17209,0.0918521855852638,17229.5,"OK","Pittsburg County"
40123,41084,90.2,41021,92.6,63,-2.39999999999999,3633,10420,14814,4512,9750,14262,0.0578438540005156,14538,"OK","Pontotoc County"
40125,84246,94.9,83894,71.2,352,23.7,6005,17826,25417,7910,17753,25663,0.0562431388520256,25540,"OK","Pottawatomie County"
40131,109849,51.5,108790,54.6,1059,-3.1,7895,30893,40834,10772,27743,38515,0.0761409076157782,39674.5,"OK","Rogers County"
40133,26789,96.4,27225,92.4,-436,4,2067,5612,8032,2977,5600,8577,0.0779153835634306,8304.5,"OK","Seminole County"
40135,45869,136,47803,83.1,-1934,52.9,3061,10888,14437,4454,9466,13920,0.100529010442803,14178.5,"OK","Sequoyah County"
40137,57770,119.4,58795,93.1,-1025,26.3,3084,14166,17886,4538,14394,18932,0.0609173701760993,18409,"OK","Stephens County"
40143,682646,89.5,673390,88.9,9256,0.599999999999994,87663,143985,246557,96133,158363,254496,-0.000693184820955706,250526.5,"OK","Tulsa County"
40145,94457,76.7,90711,79.9,3746,-3.2,6711,22967,31246,8810,21441,30251,0.0651029444687737,30748.5,"OK","Wagoner County"
40147,60766,71,61246,72.5,-480,-1.5,5047,15810,22208,6308,16457,22765,0.0351109177751364,22486.5,"OK","Washington County"
41001,22432,94.7,23732,85.1,-1300,9.60000000000001,1781,6160,8479,2805,5650,8777,0.107477299131956,8628,"OR","Baker County"
41003,103305,57.9,102226,49.3,1079,8.6,28431,13030,45577,29901,15264,46478,-0.023689567507275,46027.5,"OR","Benton County"
41005,542258,59.1,537078,50.3,5180,8.8,90187,79062,182136,103476,83595,191878,0.0202718011390224,187007,"OR","Clackamas County"
41007,53291,81.5,54208,75,-917,6.5,8899,7794,18158,10701,7192,18548,0.064957399723348,18353,"OR","Clatsop County"
41009,73134,86.2,75798,45.9,-2664,40.3,9959,12967,25077,13390,10413,24768,0.128136507204597,24922.5,"OR","Columbia County"
41011,85502,90.6,91376,92,-5874,-1.40000000000001,10355,17699,30181,14401,15354,30951,0.114876310333013,30566,"OR","Coos County"
41015,29046,138,31410,67.7,-2364,70.3,4253,7157,12163,5230,6646,12332,0.0676407599533478,12247.5,"OR","Curry County"
41017,242093,64.9,231979,57.8,10114,7.10000000000001,40222,43667,90584,38819,39064,79782,0.0189602132579361,85183,"OR","Deschutes County"
41019,146677,101.1,152899,71.6,-6222,29.5,13891,34112,51350,20298,30919,52937,0.10693597673471,52143.5,"OR","Douglas County"
41029,273235,93.8,276307,75.2,-3072,18.6,43550,53083,103789,49090,49043,101047,0.0495652705971751,102418,"OR","Jackson County"
41033,110506,101,114867,108.2,-4361,-7.2,13223,26582,42613,17412,22973,42049,0.0989557315884231,42331,"OR","Josephine County"
41035,83194,91.9,88858,86.7,-5664,5.2,7080,20170,29240,9370,19113,29399,0.0691516426827269,29319.5,"OR","Klamath County"
41039,475550,100.3,482626,76.4,-7076,23.9,100497,66218,181072,114037,63835,182910,0.0383111463678052,181991,"OR","Lane County"
41041,62850,113.8,66376,107,-3526,6.8,12300,9901,24035,14258,8791,23889,0.0645660690301291,23962,"OR","Lincoln County"
41043,164279,88.9,160830,55.4,3449,33.5,17456,32683,54724,22163,28071,51982,0.0930430693749134,53353,"OR","Linn County"
41045,30091,92.5,32832,75.3,-2741,17.2,2213,7141,9950,2949,7157,10433,0.0552235675371107,10191.5,"OR","Malheur County"
41047,353299,73.8,356022,65.8,-2723,8,48803,54336,110804,61816,59059,124563,0.0382273685676722,117683.5,"OR","Marion County"
41051,1053490,83.2,967187,86.7,86303,-3.5,271754,63055,357762,279696,75171,364710,-0.0234973994104967,361236,"OR","Multnomah County"
41053,90870,55.2,90966,60.1,-96,-4.9,15741,18333,37030,17536,17714,36207,0.0355100425981499,36618.5,"OR","Polk County"
41057,34585,88.4,36436,75.9,-1851,12.5,5701,6486,13261,7072,5757,13297,0.0834575212858386,13279,"OR","Tillamook County"
41059,84412,55.5,87653,66.8,-3241,-11.3,7466,16775,26116,9484,15254,25523,0.0753872048896285,25819.5,"OR","Umatilla County"
41061,33851,95.7,35019,67.4,-1168,28.3,3221,8378,12465,4613,7581,12594,0.100604450540047,12529.5,"OR","Union County"
41065,30445,99,31289,77,-844,22,4634,5721,11251,5906,5103,11380,0.0889568821681783,11315.5,"OR","Wasco County"
41067,668343,56.1,647907,41.8,20436,14.3,137818,75903,232034,141544,89185,236632,-0.0313857809225633,234333,"OR","Washington County"
41071,123982,74.6,122701,43.8,1281,30.8,18635,22589,45116,20797,21390,43526,0.0409292690394483,44321,"OR","Yamhill County"
42001,144404,45.2,147824,29.3,-3420,15.9,14077,31249,47138,17633,26349,44491,0.0903417118168865,45814.5,"PA","Adams County"
42003,1644880,81.5,1628612,59,16268,22.5,363017,257488,643173,373153,272347,651436,-0.00695111398575921,647304.5,"PA","Allegheny County"
42005,106801,80.3,109987,50.4,-3186,29.9,6849,22676,30446,11138,18542,30081,0.143296637460602,30263.5,"PA","Armstrong County"
42007,248294,79.4,253306,47.7,-5012,31.7,30225,46081,79036,40499,42895,84488,0.0895319235824769,81762,"PA","Beaver County"
42009,74799,58,77684,40.2,-2885,17.8,3613,19455,23504,6059,16124,22443,0.116513192385914,22973.5,"PA","Bedford County"
42011,499466,59,519799,43.6,-20333,15.4,75169,93094,175934,97047,80513,180000,0.0998237391277384,177967,"PA","Berks County"
42013,187981,60.8,192395,55.8,-4414,5,13093,37224,52029,19813,32708,53102,0.117029313450528,52565.5,"PA","Blair County"
42015,93300,50.6,95902,43.7,-2602,6.9,6263,17957,25399,10306,15057,25787,0.147752000164873,25593,"PA","Bradford County"
42017,886026,68.5,912320,50.2,-26294,18.3,165861,163873,342572,179031,150248,332924,0.0406915461379589,337748,"PA","Bucks County"
42019,286038,62.9,282682,44.8,3356,18.1,26834,61388,92027,32260,57074,90425,0.0569522139671543,91226,"PA","Butler County"
42021,202945,94.1,213636,79.4,-10691,14.7,17798,40510,60167,32451,31995,65670,0.198296712346036,62918.5,"PA","Cambria County"
42025,98689,99.2,99726,63.3,-1037,35.9,8917,18714,28721,13464,12957,26923,0.18687740274179,27822,"PA","Carbon County"
42027,187751,39.1,175813,29.7,11938,9.4,36555,35099,75394,41950,32992,75763,0.0496062839651533,75578.5,"PA","Centre County"
42029,671217,47.5,667129,36.6,4088,10.9,140188,115582,266637,137833,114421,254354,-0.00169620317325414,260495.5,"PA","Chester County"
42031,55686,67.5,57235,39.7,-1549,27.8,4256,12545,17481,6756,10737,17766,0.132893372642364,17623.5,"PA","Clarion County"
42033,121906,62.9,125954,50.3,-4048,12.6,7700,23909,32692,14555,18662,33813,0.194577739666811,33252.5,"PA","Clearfield County"
42035,53969,53,55105,40.4,-1136,12.6,4533,9701,14839,7097,7504,14791,0.16759976298778,14815,"PA","Clinton County"
42037,92676,49.9,93982,44.3,-1306,5.6,8502,17387,27127,13230,14477,28063,0.149094637467837,27595,"PA","Columbia County"
42039,128784,67,133597,47.8,-4813,19.2,10215,23912,35563,16780,20750,38134,0.147785862889181,36848.5,"PA","Crawford County"
42041,340737,47,334195,37.4,6542,9.6,44282,65649,115068,48306,63739,113304,0.0283140373628961,114186,"PA","Cumberland County"
42043,319204,65,323898,37,-4694,28,64287,60620,130160,69975,58238,129529,0.0310925685132254,129844.5,"PA","Dauphin County"
42045,625097,95.9,643180,71.1,-18083,24.8,169169,106559,284832,178870,115273,297004,-0.00543022210156058,290918,"PA","Delaware County"
42047,49310,93.4,51767,52.6,-2457,40.8,3637,9704,13854,7290,6676,14271,0.249363711669885,14062.5,"PA","Elk County"
42049,383096,72,384752,45.9,-1656,26.1,54820,57168,117240,75775,50351,127691,0.111271366852322,122465.5,"PA","Erie County"
42051,203152,97.3,212244,60.7,-9092,36.6,17826,34388,53426,25866,26081,52560,0.156527894160305,52993,"PA","Fayette County"
42055,213428,53.3,210488,36.4,2940,16.9,17322,49554,69345,21169,41906,63641,0.0765996421652183,66493,"PA","Franklin County"
42059,57078,83.2,59853,55.2,-2775,28,4157,10394,14955,7829,7889,15976,0.212406527566398,15465.5,"PA","Greene County"
42061,65079,47.7,66966,36.7,-1887,11,4487,14369,19496,6621,11745,18632,0.122541711961437,19064,"PA","Huntingdon County"
42063,120256,67.2,122511,48.4,-2255,18.8,11468,24920,37728,17065,19727,37302,0.148664813742003,37515,"PA","Indiana County"
42065,68304,72.8,69560,45,-1256,27.8,3437,14533,18551,6447,12057,18802,0.157147937873109,18676.5,"PA","Jefferson County"
42069,298079,80.1,307573,66.9,-9494,13.2,51593,48102,102740,67520,39488,107876,0.113472460622122,105308,"PA","Lackawanna County"
42071,680661,49,674972,35.7,5689,13.3,90066,137145,239151,99586,126568,228137,0.0439478972347659,233644,"PA","Lancaster County"
42073,130362,86.2,134610,57.2,-4248,29,13933,25323,40555,19711,21851,42103,0.119328693968632,41329,"PA","Lawrence County"
42075,179180,42.5,182794,36.9,-3614,5.6,17860,38804,58906,23310,34314,58297,0.0893276473171709,58601.5,"PA","Lebanon County"
42077,402134,76.6,421480,47.1,-19346,29.5,77087,70285,153031,87089,63382,152473,0.0556983229378801,152752,"PA","Lehigh County"
42079,441352,83.5,462613,70.5,-21261,13,51454,77508,132731,72492,61127,135175,0.143541886803347,133953,"PA","Luzerne County"
42081,168810,52,169731,42.6,-921,9.4,12926,35475,50294,18381,30280,49237,0.110675165831783,49765.5,"PA","Lycoming County"
42083,62702,64.3,64961,33.8,-2259,30.5,3802,11159,15572,6465,9224,15947,0.1579447545623,15759.5,"PA","McKean County"
42085,159819,79.1,165122,63.4,-5303,15.7,17631,30034,49594,26411,26565,53821,0.128652459388318,51707.5,"PA","Mercer County"
42087,68292,46.6,70215,37.1,-1923,9.5,3563,14050,18239,5375,10929,16502,0.127379939414899,17370.5,"PA","Mifflin County"
42089,189306,76.9,202531,62.4,-13225,14.5,31930,31706,65944,39453,28293,68443,0.0806064765250333,67193.5,"PA","Monroe County"
42091,1032755,57.9,1042135,46.9,-9380,11,251063,160803,427489,253393,165552,422419,-0.00473851626381483,424954,"PA","Montgomery County"
42095,381539,57.6,394686,41.9,-13147,15.7,65936,71384,142775,75255,58551,135587,0.08225560298442,139181,"PA","Northampton County"
42097,140971,59.6,142332,43,-1361,16.6,9184,24418,34971,14329,19018,33939,0.156376761071083,34455,"PA","Northumberland County"
42101,985354,117.9,943692,109.5,41662,8.40000000000001,560542,105418,680227,595980,117221,717329,-0.00606420309064479,698778,"PA","Philadelphia County"
42103,73670,72.7,78390,53.2,-4720,19.5,9247,16035,26066,11493,12518,24284,0.112901324585064,25175,"PA","Pike County"
42107,219037,81.2,225346,62.6,-6309,18.6,16724,43937,62750,28300,33767,63057,0.180262801640292,62903.5,"PA","Schuylkill County"
42111,117183,66,121211,39.6,-4028,26.4,7367,27347,35730,12878,21686,35168,0.160364337983139,35449,"PA","Somerset County"
42115,65632,87.4,68241,67,-2609,20.4,5065,13295,19200,8381,10633,19286,0.164909017847874,19243,"PA","Susquehanna County"
